Original,Part of,Translation
Halt Undead,,Halt Undead
Cast any spell you know using your Arcane Pool,,Cast any spell you know using your Arcane Pool
"Bonus applies to Acrobatics, Climb, |Profession (sailor), Survival and Swim|checks made in aquatic terrain or|aboard ship",,"Bonus applies to Acrobatics, Climb, |Profession (sailor), Survival, and Swim|checks made in aquatic terrain or|aboard ship."
DIVINE HUNTER,,DIVINE HUNTER
Deceptive Attack +5d6,,Deceptive Attack +5d6
COMBAT,,COMBAT
"UMD,",,"UMD,"
Undeath to Death,,Undeath to Death
Profession (midwife),,Profession (midwife)
Improved aid,,Improved aid
Blood Sanctuary,,Blood Sanctuary
Brawler|Level,,Brawler|Level
GLORIOUS EPIC,,GLORIOUS EPIC
ANIMAL COMPANION,,ANIMAL COMPANION
KNOWN POWERS,,KNOWN POWERS
11 to 15,,11 to 15
Temp CMB,,Temp CMB
Hit Die,,Hit Die
Death’s Shot,,Death’s Shot
FLOWING MONK,,FLOWING MONK
Trophy Fetish × 3,,Trophy Fetish × 3
ASTRAL REPAIR,,ASTRAL REPAIR
Ranks,,Ranks
Focused Aim,,Focused Aim
Create illusory double and become invisible,,Create illusory double and become invisible
Barony,,Barony
Oat� a�ainst �av�a�er�,,Oat� a�ainst �av�a�er�
INTELLIGENT ITEM,,INTELLIGENT ITEM
d4 / d8,,d4 / d8
Spend one use of mythic power to end any one of:,,Spend one use of mythic power to end any one of:
POTIONS,,POTIONS
BERSERKERGANG,,BERSERKER GANG
Daze Monster,,Daze Monster
Bonus|Feat,,Bonus|Feat
Pyrotechnics,,Pyrotechnics
"Aura, detect opposition",,"Aura, detect opposition"
EMOTIONAL FOCUS,,EMOTIONAL FOCUS
Sustaining shadow (sleep 1 hour /day),,Sustaining shadow (sleep 1 hour /day)
Summon Nature’s Ally I,,Summon Nature’s Ally I
JESTER,,JESTER
A successful attack against an unaware target causes bleeding.,,A successful attack against an unaware target causes bleeding.
HAUNTED EYES,,HAUNTED EYES
SLIPPERY MIND,,SLIPPERY MIND
Shield ally,,Shield ally
METAMAGIC SPECIALIST,,METAMAGIC SPECIALIST
"Once per day, become a dragon.",,"Once per day, become a dragon."
Bonus|Affects,,Bonus|Affects
Deceptive Attack +4d6,,Deceptive Attack +4d6
ARCANE SPELLS,,ARCANE SPELLS
Location,,Location
Instantly call your phantom to your side or return it to|your mind.,,Instantly call your phantom to your side or return it to|your mind.
ANIMAL FORM,,ANIMAL FORM
Listen,,Listen
"If you fail a save against enchantment,|try again next round.",,"If you fail a save against enchantment,|try again next round."
"Add 1d6 to Acrobatics, Climb, Escape Artist, Fly, Ride or Swim.|If the roll is 6, add another (up to your DEX).",,"Add 1d6 to Acrobatics, Climb, Escape Artist, Fly, Ride, or Swim.|If the roll is 6, add another (up to your DEX)."
Good Paladin,,Good Paladin
Mystic Visions,,Mystic Visions
Volley Spell,,Volley Spell
"It will travel round corners and obstacles to hit the target,|if at all possible. Negates cover and concealment.",,"It will travel round corners and obstacles to hit the target,|if at all possible. Negates cover and concealment."
MARTIAL ADEPT,,MARTIAL ADEPT
Melée damage,,Melée damage
TAKE 10,,TAKE 10
"From level 12, gain resistance to one energy type.",,"From level 12, gain resistance to one energy type."
Wyrd|Technique,,Wyrd|Technique
Fly Speed,,Fly Speed
Hold Person,,Hold Person
Storm Lord Domain,,Storm Lord Domain
Improved Disarm,,Improved Disarm
Cannot be caught flat-footed or denied DEX bonus to|AC against an invisible attacker.,,Cannot be caught flat-footed or denied DEX bonus to|AC against an invisible attacker.
DIVERSE TRAINING,,DIVERSE TRAINING
Invention Save DC,,Invention Save DC
SONG OF STRENGTH,,SONG OF STRENGTH
7d6,,7d6
Training,,Training
Live to tell the tale,,Live to tell the tale
Mind Blank,,Mind Blank
IV,,IV
FORMS,,FORMS
Apply a critical effect to the,,Apply a critical effect to the
Outcome,,Outcome
DC,,DC
"If a firearm attack misses, deal half the damage the attack would have|dealt if it hit. May be used after rolling a miss, cannot be used with|dead shot or reduced with Signature Deed or similar effect.",,"If a firearm attack misses, deal half the damage the attack would have|dealt if it hit. May be used after rolling a miss, cannot be used with|dead shot or reduced with Signature Deed or similar effect."
Targeted strike,,Targeted strike
STUDIED TARGET,,STUDIED TARGET
Knowledge: Psionics,,Knowledge: Psionics
"Apply this bonus to saving throws against|mind-affecting effects, including fear effects",,"Apply this bonus to saving throws against|mind-affecting effects, including fear effects"
"Once a day, make a death attack which causes your victim|to crumble to dust, preventing resurrection.",,"Once a day, make a death attack which causes your victim|to crumble to dust, preventing resurrection."
SECRETS OF THE GRAVE,,SECRETS OF THE GRAVE
"Spend 8 hours observing a location to gain a bonus to|Bluff, Disable Device, Disguise, Sleight of Hand, and Stealth.",,"Spend 8 hours observing a location to gain a bonus to|Bluff, Disable Device, Disguise, Sleight of Hand, and Stealth."
Imperial Battle Training,,Imperial Battle Training
WEAPON EXPERTISE,,WEAPON EXPERTISE
TOTEM DRAGON,,TOTEM DRAGON
Take 20 on Initiative checks in your favoured terrains,,Take 20 on Initiative checks in your favored terrains
Wu Jen|Level,,Wu Jen|Level
Death Masters can negate the somatic|components of spells by using a vial of blood|while casting the spell,,Death Masters can negate the somatic|components of spells by using a vial of blood|while casting the spell
When training an animal to serve as a mount,,When training an animal to serve as a mount
Gain the above bonuses in just one round,,Gain the above bonuses in just one round
GEISHA,,GEISHA
1 pt,,1 pt
WILD STALKER,,WILD STALKER
Allies within range gain a 25% chance to  negate sneak or critical hit damage.,,Allies within range gain a 25% chance to negate sneak or critical hit damage.
"Acrobatics, Heal",,"Acrobatics, Heal"
"Add your Pathfinder Chronicler levels to Linguistics and Profession (scribe) skills, and Use Magic Device checks|involving scrolls or other written magical items.",,"Add your Pathfinder Chronicler levels to Linguistics and Profession (scribe) skills, and Use Magic Device checks|involving scrolls or other written magical items."
Sipping Demon,,Sipping Demon
PATRON SPELLS,,PATRON SPELLS
Next month,,Next month
/magic,,/magic
PERFECT ADVANTAGE,,PERFECT ADVANTAGE
Swim,,Swim
"Bonus to Perception, Survival and Stealth|checks to allies in your favoured terrains",,"Bonus to Perception, Survival, and Stealth|checks to allies in your favored terrains."
DISCIPLINE,,DISCIPLINE
Orb of Acid,,Orb of Acid
See invisibility for 10 minutes.,,See invisibility for 10 minutes.
Bard Level,,Bard Level
Three at once,,Three at once
DIPLOMATIC IMMUNITY,,DIPLOMATIC IMMUNITY
• Shaken,,• Shaken
+8 Strength  +8 Constitution  +4 Will  -2 AC,,+8 Strength +8 Constitution +4 Will -2 AC
Special Ammo,,Special Ammo
Improved Poison Use,,Improved Poison Use
Common,,Common
WARBLADE,,WARBLADE
INVESTIGATOR TALENTS,,INVESTIGATOR TALENTS
Major Image,,Major Image
INCORPOREAL,,INCORPOREAL
Veil,,Veil
Vow of Silence,,Vow of Silence
Advanced Talent,,Advanced Talent
BUILD A CHARACTER,,BUILD A CHARACTER
Knowledge: The Planes,,Knowledge: The Planes
Bonus applies in a |60 ft radius area |centred on yourself,,Bonus applies in a |60 ft radius area |centered on yourself
Changing blade shape or damage|type requires a full-round action,,Changing blade shape or damage|type requires a full-round action.
Magical beast,,Magical beast
"Don as disguise as a standard action, with a -5 penalty",,"Don as disguise as a standard action, with a -5 penalty"
ARCANE DUELIST,,ARCANE DUELIST
Base|Points,,Base|Points
Forbidden Domain,,Forbidden Domain
SIXTH SENSE,,SIXTH SENSE
Suppression,,Suppression
EXTRACTS,,EXTRACTS
"When detected while using Stealth (but not visible), make a Bluff check to convince the target that the noise was something innocent.|This does not work twice on the same target.",,"When detected while using Stealth (but not visible), make a Bluff check to convince the target that the noise was something innocent.|This does not work twice on the same target."
LAY ON HANDS,,LAY ON HANDS
2d8 / 4d8,,2d8 / 4d8
Saving|Throw|Bonus,,Saving|Throw|Bonus
Nature,,Nature
Spend 1 minute handling an item to learn:,,Spend 1 minute handling an item to learn:
Splash|radius,,Splash|radius
Sleet Storm,,Sleet Storm
Open / Close,,Open / Close
From |level 10:,,From |level 10:
Gate,,Gate
Concentration check to keep the spell active:|DC = 20 +spell level + augmented spell level,,Concentration check to keep the spell active:|DC = 20 +spell level + augmented spell level
CORPSE COMPANION,,CORPSE COMPANION
Scintillating Pattern,,Scintillating Pattern
Improved|uncanny dodge,,Improved|uncanny dodge
Discipline Power,,Discipline Power
Spend time gathering power to reduce|the burn cost of your next blast.,,Spend time gathering power to reduce|the burn cost of your next blast.
THUG,,THUG
Headband,,Headband
To cast a spell without the corresponding implement:,,To cast a spell without the corresponding implement:
Charisma|Penalty,,Charisma|Penalty
Perform for:,,Perform for:
hp,,hp
DRACONIC INVOCATIONS,,DRACONIC INVOCATIONS
Perfect thrust,,Perfect thrust
BARDIC PERFORMANCE & BATTLE DANCE,,BARDIC PERFORMANCE & BATTLE DANCE
SPELL RETRIEVAL,,SPELL RETRIEVAL
TAX,,TAX
"Anarchic, axiomatic, holy or unholy",,"Anarchic, axiomatic, holy, or unholy"
SKILL|RANKS,,SKILL|RANKS
Erastus,,Erastus
Max|Buffer,,Max|Buffer
Single-minded,,Single-minded
May select major hexes,,May select major hexes
Influence,,Influence
Favoured Enemy Bonus,,Favored Enemy Bonus
SHUGENJA ORDER,,SHUGENJA ORDER
Added to the DC of any|fear effects you create,,Added to the DC of any|fear effects you create
"Creating a corpse companion takes 8 hours, and the companionmay have hit dice up to your cleric level.",,"Creating a corpse companion takes 8 hours, and the companionmay have hit dice up to your cleric level."
Reflex,,Reflex
Green,,Green
SURGING EUPHORIA,,SURGING EUPHORIA
Diplomacy,,Diplomacy
Charlatan|Level,,Charlatan|Level
DIVINE|STRATEGIST,,DIVINE|STRATEGIST
FOCUS POWERS,,FOCUS POWERS
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.",,"Equipment does not meld between Humanoid and|Hybrid forms, but does with Animal form."
Close,,Close
"Spellthiefs can cast their own spells while wearing|light armour without risk of spell failure, but not|those stolen from arcane casters.",,"Spellthiefs can cast their own spells while wearing|light armor without risk of spell failure, but not|those stolen from arcane casters."
Bonus to ranger’s luck reroll|(or penalty to attacker’s reroll),,Bonus to Ranger’s luck re-roll|(or penalty to attacker’s re-roll)
"Announce before making an attack using a kama, nunchaku,|quarterstaff, sai or siangham. Roll the attack twice, and take the |higher result. If one attack is within critical threat range,|the other is the confirmation roll.",,"Announce before making an attack using a kama, nunchaku,|quarterstaff, sai, or siangham. Roll the attack twice, and take the |higher result. If one attack is within critical threat range,|the other is the confirmation roll."
BONDED FIREARM,,BONDED FIREARM
AURA OF LIFE,,AURA OF LIFE
Angel of death,,Angel of Death
Your weapon also counts as adamantine|for overcoming damage resistance.,,Your weapon also counts as adamantine|for overcoming damage resistance.
Elemental Fury ×5,,Elemental Fury ×5
Natural attacks,,Natural attacks
SCOUT’S CHARGE,,SCOUT’S CHARGE
Detect Secret Doors,,Detect Secret Doors
Skill Assistance (20ft.),,Skill Assistance (20ft.)
Trained,,Trained
Increase damage reduction to 10/bludgeoning and good.,,Increase damage reduction to 10/bludgeoning and good.
Steal power points = all of damage,,Steal power points = all of damage
URBAN|RANGER,,URBAN|RANGER
Ignore miss chance,,Ignore miss chance
Divine|Level|Bonus,,Divine|Level|Bonus
Wild Talent|Reserve,,Wild Talent|Reserve
Spiritual|significance|bonus,,Spiritual|significance|bonus
Ring,,Ring
Inspire Courage,,Inspire Courage
BRAWLER,,BRAWLER
SPELL|RANGE,,SPELL|RANGE
Psychokinetic Burst,,Psychokinetic Burst
Dragon Form (1/day),,Dragon Form (1/day)
CAREFUL|TEAMWORK,,CAREFUL|TEAMWORK
Arrow of death,,Arrow of Death
Killing blow |(with a light or one-handed piercing melee weapon),,Killing blow |(with a light or one-handed piercing melee weapon)
Melf’s Acid Arrow,,Melf’s Acid Arrow
Follow tracks at normal speed without penalty.|Follow tracks at double speed at -10 penalty instead of -20.,,Follow tracks at normal speed without penalty.|Follow tracks at double speed at -10 penalty instead of -20.
Stone Construct,,Stone Construct
Control Shape,,Control Shape
COMBAT MANOUEVRE,,COMBAT MANUEVER
Inspire action (standard),,Inspire action (standard)
Additional attacks of opportunity|each round.,,Additional attacks of opportunity|each round.
FIREARM STYLE,,FIREARM STYLE
VOW,,VOW
Way of the Weapon Master,,Way of the Weapon Master
Wis,,Wis
"If successful, gain a +2 to utterance save DC and|caster level check to overcome target’s spell resistance",,"If successful, gain a +2 to utterance save DC and|caster level check to overcome target’s spell resistance."
Tumble,,Tumble
Discern Lies|Today,,Discern Lies|Today
�a�� o� C�as�ity,,�a�� o� C�as�ity
TOLERANCE,,TOLERANCE
"Spend two uses of Smite Evil to ignite your weapon with a blue flame for 1 minute.|Aberrations within 20 feet suffer -4 to attack allies, and allies gain +2 to certain saving throws.",,"Spend two uses of Smite Evil to ignite your weapon with a blue flame for 1 minute.|Aberrations within 20 feet suffer -4 to attack allies, and allies gain +2 to certain saving throws."
Bonus|Infusions|INT,,Bonus|Infusions|INT
SEEKER,,SEEKER
Bonus language,,Bonus language
Requisite,,Requisite
Elaborate defence,,Elabroate defense
Spells|Prepared,,Spells|Prepared
Scent 20ft,,Scent 20ft
Use a performance roll to influence animals,,Use a performance roll to influence animals
Smiting,,Smiting
Spirit|Bonus,,Spirit|Bonus
forge a bond between yourself and other willing creatures.,,forge a bond between yourself and other willing creatures.
VESTIGES,,VESTIGES
In Harm’s Way,,In Harm’s Way
Lasting spiritual significance,,Lasting spiritual significance
Bonus on all saving throws and armour class granted to chosen ally when adjacent.|Lasts for one minute or until dismissed or discharged.,,Bonus on all saving throws and armor class granted to chosen ally when adjacent.|Lasts for one minute or until dismissed or discharged.
Threat range,,Threat range
"Sustaining shadow|(no need to breathe, eat or sleep)",,"Sustaining shadow|(no need to breathe, eat or sleep)"
Theme,,Theme
Head / Hat / Mask,,Head / Hat / Mask
COMBAT STYLE,,COMBAT STYLE
made within the|area of your fame,,made within the|area of your fame
19 pts,,19 pts
Accept 1 burn as a standard action to replace one of your|wild talents with any other for one day.,,Accept 1 burn as a standard action to replace one of your|wild talents with any other for one day.
