Original,Part of,Translation
Swim,"",Nuotare
Orb of Acid,"",Globo di Acido
Bard Level,"",Livello da Bardo
+8 Strength  +8 Constitution  +4 Will  -2 AC,"",+8 Forza +8 Costituzione +4 Volontà -2 CA
Special Ammo,"",Munizioni speciali
Improved Poison Use,"",Uso Dei Veleni Migliorato
Common,"",Comune
INVESTIGATOR TALENTS,"",TALENTI DA INVESTIGATORE
INCORPOREAL,"",INCORPOREO
BUILD A CHARACTER,"",CREA UN PERSONAGGIO
Knowledge: The Planes,"",Conoscenze: Piani
Changing blade shape or damage|type requires a full-round action,"",Cambiare forma o tipo di danno|alla lama richiede un'azione completa.
Base|Points,"",Punti|Base
Suppression,"",Soppressione
EXTRACTS,"",ESTRATTI
LAY ON HANDS,"",IMPOSIZIONE DELLE MANI
2d8 / 4d8,"",2d8 / 4d8
Saving|Throw|Bonus,"",Bonus|Tiri|Salvezza
Nature,"",Natura
Splash|radius,"",Raggio|Spargimento
Sleet Storm,"",Tempesta di Nevischio
Gate,"",Portale
Scintillating Pattern,"",Trama Scintillante
Discipline Power,"",Potere Disciplina
Spend time gathering power to reduce|the burn cost of your next blast.,"",Dedica tempo a raccogliere potere per ridurre|il sovraccarico della prossima deflagrazione.
Headband,"",Fascia
Charisma|Penalty,"",Penalità|Carisma
hp,"",pf
Perfect thrust,"",Affondo Perfetto
TAX,"",TASSE
SKILL|RANKS,"",ABILITÀ|GRADI
Max|Buffer,"",Riserva|Max
Single-minded,"",Determinato
May select major hexes,"",Può scegliere fatture maggiori
Influence,"",Influenza
Favoured Enemy Bonus,"",Bonus Nemico Prescelto
Reflex,"",Riflessi
Green,"",Verde
Diplomacy,"",Diplomazia
FOCUS POWERS,"",POTERI FOCALIZZATI
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,"",Consulta il libro per vedere come aumentano il tuo |Bonus Attacco Base e Tiri Salvezza a questo livello.
"Spellthiefs can cast their own spells while wearing|light armour without risk of spell failure, but not|those stolen from arcane casters.","",I Ladri Magici possono lanciare i propri incantesimi mentre|indossano armature leggere senza rischio di fallimento|ma non quelli rubati ad altri incantatori arcani.
Your weapon also counts as adamantine|for overcoming damage resistance.,"",L'arma conta anche come adamantina|per superare la riduzione del danno.
Trained,"",Con addestramento
Ring,"",Anello
Inspire Courage,"",Ispirare Coraggio
BRAWLER,"",ATTACCABRIGHE
SPELL|RANGE,"",RAGGIO|INCANT.
Melf’s Acid Arrow,"",Freccia Acida di Melf
Stone Construct,"",Costrutto di Pietra
VOW,"",VOTO
Wis,"",Sag
Tumble,"",Acrobazia
Discern Lies|Today,"",Rivela Bugie|Oggi
Bonus|Infusions|INT,"",Bonus|Infusioni|INT
Smiting,"",Punizione
Spirit|Bonus,"",Bonus|Spirito
forge a bond between yourself and other willing creatures.,"",forma un legame fra te stesso e altre creature consenzienti.
Threat range,"",Raggio di minaccia
COMBAT STYLE,"",STILE DI COMBATTIMENTO
Accept 1 burn as a standard action to replace one of your|wild talents with any other for one day.,"",Subisci un sovraccarico come azione standard per rimpiazzare|uno dei tuoi talenti selvaggi con un altro per un giorno.
Lightning Reload,"",Ricarica Fulminea
Accuracy,"",Precisione
+4 Strength,"",+4 Forza
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Il danno da attacco furtivo si può applicare quando un bersaglio è|ﬁancheggiato o se viene privato del proprio bonus di DES alla CA.|Per gli Attacchi a distanza, si applica solo entro 9 m.|Non viene moltiplicato dai Colpi critici.|Può essere Danno non letale solo con una arma non letale."
TOTAL FUNDS,"",FONDI TOTALI
15 to 19,"",da 15 a 19
Break Enchantment,"",Spezzare Incantamento
Sml / Lrg,"",P / G
Trap Sense +6,"",Percepire Trappole +6
Disoriented,"",Disorientato
Enemies are frightened and flee your performance,"",I nemici sono spaventati e fuggono dalla tua esibizione
Add 1d6 to one saving throw,"",Aggiungi 1D6 a un tiro salvezza
Creature type,"",Tipo di creatura
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","","Attacco in mischia a sorpresa. 1 mano: 1d6/d1d4. 2 mani: 1d10/1d8|Se riesce, BMC per buttare a terra"
Song of Discord,"",Canto di Discordia
Immune to all diseases,"",Immune a tutte le malattie
Special properties,"",Proprietà speciali
Conceal Knife,"",Occulta Lama
4d8,"",4d8
Waist,"",Vita
Party Attack|Bonus,"",Bonus Attaco|Gruppo
Concept,"",Concetto
MANOEUVRES,"",MANOVRE
Bonus|Feats,"",Talenti|bonus
Greater Spell Penetration,"",Penetrazione Incantesimi Superiore
Unconcious,"",Inconscio
Perception,"",Percezione
Cheat Death,"",Truffare la Morte
Handle Animal,"",Addestrare Animali
MASTER HUNTER,"",MAESTRO CACCIATORE
Invocation,"",Invocazione
Blindsense 30ft,"",Percezione cieca 9m
Class skills,"",Abilità di Classe
+5ft Speed,"","+1,5m Velocità"
Knowledge (nobility),"",Conoscenze (Nobiltà)
Paladin Level,"",Livello da Paladino
Improved Two-weapon Fighting,"",Combattere con Due Armi Migliorato
ORIGINS,"",ORIGINI
Intelligence|Penalty,"",Penalità|Intelligenza
CLASS ABILITIES,"",ABILITA' DI CLASSE
"Racial,|Feats","","Razziali,|Talenti"
Use spirit surge twice a day without incurring influence.,"",Usa Impeto Spirituale 2/g senza incorrere in influenza.
Craft (jewelry),"",Artigianato (oreficieria)
+ 4 to all saving throws|+ 4 to AC,"",+4 a tutti i tiri salvezza |+4 AC
Shot on the run,"",Tiro in Movimento
Skill Ranks,"",Gradi Abilità
2 x Shortsword,"",2 x Spada Corta
MYTHIC FEATS,"",TALENTI MITICI
Class|Level,"",Livello|Classe
Deafening Critical,"",Critico Assordante
Falcon,"",Falcone
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:","",I tratti sono aspetti del tuo background che possono aggiungere profondità|al personaggio. Chiedi al tuo DM se puoi scegliere dei tratti e quanti.|Una scelta comune è:
Skirmish|Damage,"",Danno|Schermaglia
DORJES,"",DORJE
(From level 3),"",(dal livello 3)
ATTRIBUTES,"",ATTRIBUTI
Nimble,"",Reattivo
Attack,"",Attacco
Fireburst,"",Esplosione di Fuoco
First round,"",Primo round
Profession (cook),"",Professione (cuoco)
Power,"",POTERE
Clairsentience,"",Chiaroveggenza
COMMAND DC,"",COMANDO CD
IMPLEMENTS,"",IMPLEMENTI
WANDS,"",BACCHETTE
Fatigued,"",Affaticato
Spell|Level,"",Livello|Inc.
Resources,"",Risorse
Sympathetic,"",Percettivo
Danger Sense,"",Senso del pericolo
"Total ego bonus from item powers, dedicated powers,|special purpose etc.","","Ego totale da poteri dell'oggetto, poteri dedicati,|scopi speciali ecc."
BLADE SENSE,"",SENSO DELLA LAMA
Aspect,"",Aspetto
"All target’s speeds are reduced to half (min 5ft),and target cannot take 5ft steps.","","Tutte le velocità del bersaglio dimezzate (min 1,5m), il bersaglio non può compiere il passo di 1,5m."
Is this a favoured class?,"",È una classe preferita?
PERFORMANCES,"",ESIBIZIONI
Base Weapon,"",Arma Base
SPELL BOOK,"",LIBRO DEGLI INCANTESIMI
WIS - 12,"",SAG - 12
Fox’s Cunning,"",Astuzia della Volpe
Area,"",Area
Trap Sense +2,"",Percepire Trappole +2
-2 attack   -4 to attack yourself,"",-2 attacco -4 attacchi contro te stesso
+6 Stealth,"",+6 Furtività
MYSTERY,"",MISTERO
Slayer|Level,"",Predatore|Livello
CASH,"",CONTANTI
Foes|Today,"",Nemici|oggi
Blade Barrier,"",Barriera di Lame
Conditional Modifiers,"",Modificatori di circostanza
Base Form,"",Forma Base
Snake,"",Serpente
Challenged target suffers -2 penalty to AC against|any target other than you.,"",Il bersaglio sfidato subisce -2 alla CA|contro ogni attaccante escluso il samurai
Duration,"",Durata
• Deafened,"",• Assordato
Light Wounds,"",Ferite Leggere
Perform (oratory),"",Intrattenere (Oratoria)
SPELL SECRET,"",INCANTESIMO SEGRETO
Hero,"",Eroe
INFLUENCE,"",INFLUENZA
BUILDINGS,"",EDIFICI
Purity,"",Purezza
Implosion,"",Implosione
Telekinetic blast,"",Telecinetica
"At 3 influence, struggle for control of yourself.|-2 Initiative; +4 vs possession; +2 vs mind-affecting","","Con influenza pari a 3, fatichi a controllarti.|-2 all'Iniziativa; +4 contro possessione; +2 contro influenze mentali"
120 ft,"",36m
12 to 16,"",da 12 a 16
Ranger|Level,"",Livello|da Ranger
AMAZING INITIATIVE,"",INIZIATIVA INCREDIBILE
Effective|Character|Level,"",Livello|Effettivo|Personaggio
Mighty Charge,"",Carica Possente
Critical Wounds,"",Ferite Critiche
"Change a poison’s type between contact, ingested, inhaled or injury. This requires one hour and a Craft: Alchemy checkequal to the poison’s DC.","","Cambia il tipo del veleno tra contatto, ingerito, inalato o ferita. Questo richiede un ora e un tiro di Artigianato: Aclhimia uguale alla CD del veleno."
Bad|Bind,"",Patto|Cattivo
Once per combat: remain at 1 hp; reroll to confirm a|critical hit; or take 10 on a skill check during combat,"",Uno x combattimento: rimani a 1 pf; ritira per confermare un|critico; oppure prendi 10 a una PdA in combattimento
Critical Range,"",Intervallo di Crit.
45ft,"","13,5 m"
Eagle’s Splendour,"",Splendore dell'Aquila
Weapon Mastery,""," MAESTRIA NELLE ARMI"
Radius centred|on the Cleric,"",Raggio centrato|sul Chierico
Focus,"",Focus
Saves,"",Tiri Salvezza
BUFFS,"",INCREMENTI
Danger Sense +5,"",Percepire il Pericolo +5
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Chiedi al GM come creare i tuoi punteggi di base.|Ti potrà fornire una lista, o chiederti di tirare un dado, o usare un sistema a punti"
Temp Speed,"",Velocità Temp.
BANE,"",ANATEMA
POWER STONES,"",PIETRE DEL POTERE
Artificer|Level,"",Livello|Artefice
ATTACK BONUS,"",BONUS ATTACCO
Granted Power,"",Poteri Concessi
Initiative,"",Iniziativa
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,"",Sottolinea come vorresti sviluppare il personaggio in futuro.|Questo piano potrebbe cambiare una volta incominciata l'avventura.
Rogue|Level,"",Livello|da Ladro
Uses|today,"",Utilizzi|oggi
2 x,"",2 x
Armour Enhancement,"",Armatura Potenziata
Swim Speed,"",Velocità di Nuoto
KINETIC|BLAST|BURN,"",SOVRACCARICO|DEFLAGRAZIONE|CINETICA
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","Manovra gratuita di disarmare, spezzare o spingere se carica con successo; No AdO"
Channel Positive Energy,"",Incanalare energia positiva
AC Bonus,"",CA Bonus
Racial|bonus,"",Bonus|Raziale
Craft (bowmaking),"",Artigianato (Creare Archi)
VERSATILE PERFORMANCE,"",ESECUZIONE VERSATILE
Lightning Bolt,"",Fulmine
Mass Spell Level,"",Livello Inc. di Massa
Sending,"",Inviare
Class Skills,"",Abilità di Classe
2pt,"",2 punti
THROW MIND BLADE,"",LANCIARE LAMA MENTALE
NINJA,"",NINJA
Giant Vermin,"",Parassiti Giganti
Deflect Arrows,"",Deviare Frecce
MOVE THROUGH THREATENED SQUARE,"",Movimento attraverso spazi minacciati
Uses Today,"",Usi oggi
FOCUSED SPECIALIST,"",SPECIALISTA
ARMOUR TRAINING,"",ADDESTRAMENTO NELLE ARMATURE
Incendiary Cloud,"",Nube Incendiaria
Spiritualist|Level,"",Livello da|Spiritualista
"As a move action, detect evil in one creature or item within 60ft.","","Come azione di movimento, individua il male in una creatura o un oggetto nel raggio di 18 m"
Comedy,"",Commedia
Rogue’s Edge,"",Vantaggio del Ladro
BINDER,"",BINDER
+2 Strength,"",+2 Forza
Rounds Shared|This Encounter,"",Round Condivisione|Questo Combattimento
Dancing,"",Danzante
(ROGUE),"",(LADRO)
Craft (brewery),"",Artigianato (Birraio)
Clothes / Body,"",Vestiti / Corpo
(Minimum 1),"",(minimo 1)
d10 / 3d6,"",d10 / 3d6
Clairaudience / Clairvoyance,"",Chiaroudienza / Chiaroveggenza
Ready,"",Preparato
DARK KNOWLEDGE,"",CONOSCENZE OSCURE
"On using Smite Evil to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.","","Quando si usa Punire il Male per colpire con successo un Esterno,|quell'esterno è Esiliato. L'effetto di Punire il Male termina dopo questo attacco."
or,"",o
Scout|Level,"",Livello|da Esploratore
Diamond Soul,"",Anima adamantina
Favoured|Soul Level,"",Livello|Anima Prescelta
MELEE,"",MISCHIA
"Place of origin, nationality, culture","","Paese d'origine, nazionalità, cultura"
WIZARD,"",MAGO
Inflict Serious Wounds,"",Infliggi Ferite Gravi
Handle Animal|Bonus,"",Bonus|Addestrare Animali
Black,"",Nero
Arcane Sight|Today,"",Vista Arcana|Oggi
SAVING THROW DC,"",CD TIRI SALVEZZA
Crown,"",Corona
+10ft,"",+3m
Debts,"",Debiti
Spell failure does not apply to|Dread Necromancer spells |while wearing light armour.,"",Il fallimento incantesimi non si applica agli|incantesimi del Necromante del Terrore |mentre indossa armature leggere.
All dice roll at maximum,"",Si usa il punteggio più alto del dado
Toughen Construct,"",Irrobustire Costrutto
Reduce the combined burn cost of the infusions.,"",Riduce il costo in sovraccarico delle infusioni.
Likes,"",Cose preferite
Dodge|Modifier,"",Modificatore|Schivare
Scare,"",Spaventare
Metal,"",Metallo
Enemy Dazzled|Rounds,"",Round|Nemico Frastornato
"One background trait, connected to your character’s origin","","Un talento di background, connesso all'origine del personaggio"
Greater Flurry,"",Raffica di colpi superiore
Use in place of Diplomacy to improve the attitude of an animal,"",Uso al posto di Diplomazia per migliorare l'atteggiamento di un animale
Ruler,"",Governante
Lesser Orb of Fire,"",Globo di Fuoco Inferiroe
Weird,"",Fatale
Domain,"",Dominio
Smitings Today,"",Punizioni Oggi
(cannot use metamagic),"",(Tal. Metamagia proibiti)
TURN / REBUKE UNDEAD,"",SCACCIARE / INTIMORIRE NON MORTI
STUDIED|STRIKE,"",COLPO|STUDIATO
17 to 20,"",da 17 a 20
Standard,"",Standard
Danger Sense +2,"",Percepire il Pericolo +2
Stunned,"",Stordito
Temp AC,"",CA Temp.
PALADIN,"",PALADINO
Str,"",For
d6 +,"",d6 +
DC 25,"",CD 25
DIRGE OF DOOM,"",ISPIRARE TERRORE
"Penalty to attack, and an extra penalty against yourself.","","Penalità all'attacco, e penalità extra contro te stesso."
VII,"",7
Monk Level|÷ 4,"",Liv. Monaco|÷ 4 
Gather Information,"",Raccogliere informazioni
GHOST MIND,"",MENTE FANTASMA
Slay Living,"",Distruggere Viventi
Burrow Speed,"",Vel. di Scavare
Seance|Boon,"",Dono|Seduta
Geas/Quest,"",Costrizione/Cerca
Presence of thinking being,"",Presenza di creature coscienti
Acid,"",Acido
BONUS FEATS,"",TALENTI BONUS
4ft,"",1.2 m
A dose of wolfsbane grants another fortitude save.,"",Una dose di antilupo permette un ulteriore tiro salvezza sulla tempra
Craft (bookbinding),"",Artigianato (Rilegatura)
Circle of Death,"",Cerchio di Morte
Multiplier,"",Moltiplicatore
BASE ATTACK & SAVING THROWS,"",ATTACCO BASE & TIRI SALVEZZA
Red,"",Rosso
Item can talk in languages it knows.,"",Può parlare nei linguaggi che conosce.
Form|Infusion|Burn,"",Forma|Infusione|Sovraccarico
+6 Strength  +6 Constitution  +3 Will  -2 AC,"",+6 Forza +6 Costituzione +3 Volontà -2 CA
Menacing Shot,"",Colpo Minaccioso
SPIRIT GUIDE,"",SPIRITO GUIDA
= ECL + 3,"",= LCE + 3
Height,"",Altezza
Greater aspect,"",Aspetto Superiore
Knowledge Today,"",Conoscenze Oggi
Spirit|Shaman|Level,"",Livello|Sciamano|degli Spiriti
Select one judgement at start of combat|to apply its bonus at 5 levels higher,"",Seleziona un giudizio all'inizio del combattimento|e applica i suoi bonus come di 5 livelli superiore
HEXES,"",FATTURE
"Attack, damage or save + INT","","Attacco, danni o TS + INT"
SPELLS,"",INCANTESIMI
Carried by / given to,"",Trasportato da / Dato a
Waves of Fatigue,"",Onde di Affaticamento
Campaign,"",Campagna
"Shield of Faith, Legion’s","",Scudo della Fede della Legione
Make one additional attack when making a full attack,"",Fai un attacco addizionale durante un attacco completo
Touch,"",Tocco
Transmutation,"",Trasmutazione
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma","","Assegna questi punteggi alle tue 6 Caratteristiche:|Forza, Destrezza, Costituzione, Intelligenza, Saggezza e Carisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Un attacco furtivo riuscito può anche causare:| • Sonno per 1d4 h | • Paralisi per 2d6 rounds | • Morte
11ft,"","3,3 m"
Daring acts,"",Azione Audace
Any identified arcane spell in|(1d6 + spell level) minutes,"",Qualunque inc. arcano in|(1d6 + liv. inc.) minuti
TRAP SENSE,"",PERCEPIRE TRAPPOLE
Granted Abilities,"",Abilità Concesse
"Armour, Shield, Protective Items","","Armatura, Scudo, Protezioni"
Magic Missile,"",Dardo Incantato
"Damage bonus to all attacks made on your turn,|provided you move at least 10ft during your turn.","","Bonus danni a tutti gli attacchi eseguiti nel tuo turno,|a condizione di muoversi di almeno 3m durante il turno."
Ghost Sight,"",Vista Fantasma
+50% damage,"",+50% al danno
Temp CMD,"",DMC Temp.
Mouse,"",Topo
Level 0 spells take up ½ point of capacity.|All other spells take up their level points of capacity.,"",Gli incantesimi di livello 0 occupano ½ punto di capacità.|Ogni altro incantesimo occupa tanti punti quanto è il suo livello di incantesimo.
Good saves:,"",Tiri Salvezza Buoni:
Subtle blade,"",Lama Sottile
ARCANE POOL,"",RISERVA ARCANA
Deafened,"",Assordato
Heal,"",Guarire
Retry a will save after the 2nd round of duration|Roll twice to stabilise,"",Ritira un TS Volontà dopo il 2 round di durata|Tira due volte per stabilizzarsi
Invocation Save DC = 10 + CHA + Equivalent Spell Level,"",CD Salvezza Inv. = 10 + CAR + Liv. Inc. Equivalente
EVOLUTIONS,"",EVOLUZIONI
Weapon|Training,"",Addestramento|nelle Armi
Components / Focus,"",Componenti / Focus
Resistance Item,"",Resistenza di un Oggetto
Staggered,"",Barcollante
Defensive|Casting|Bonus,"",Bonus|Lanciare|sulla Difensiva
Region,"",Regione
Bewildered,"",Sconcertato
CURSE,"",MALEDIZIONE
Notes,"",NOTE
Patron,"",Patrono
Point Blank Shot,"",Tiro Ravvicinato
Spell Save|DC Bonus,"",Bonus CD|Tiri Salvezza
Summon Undead II,"",Evoca Non Morti II
Haste,"",Velocità
Charge attack,"",Attacco in carica
Greater Penetrating Strike,"",Colpo Penetrante Superiore
Total Weight,"",Peso Totale
Inflict Moderate Damage,"",Infliggi Danni Moderati
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.","","Usa questa CD per TS Riflessi contro|spargimento, TS tempra per le scoperte etc."
DISCOVERIES,"",SCOPERTE
Craft (painting),"",Artigianato (Pittura)
TURN UNDEAD,"",SCACCIARE NON MORTI
to ignore 10ft of falling damage,"",ignorare il danno da caduta di 3 m
