Original,Part of,Translation
"When making a full attack, make up to 3 attacks with|-6 penalty; or -5 penalty for melee attacks.",,"Vous pouvez réaliser 3 attaques à outrance à -6, ou bien|à -5 avec des armes de corps à corps."
Influence,,Influence
Favoured Enemy Bonus,,Bonus d'ennemi juré
Added to the DC of any|fear effects you create,,Ajoutez au DD de tout les | effets de peur que vous créez
Reflex,,Réflexes
Diplomacy,,Diplomatie
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,consultez le livre pour voir quelle augmentation vous recevez au|bonus de base à l'attaque et aux jets de sauvegarde à ce niveau
DRONE,," DRONE"
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.",,"L'équipement ne se fond pas entre les formes humanoïde|et hybride, mais le fait avec la force animale."
Close,,Courte
SELF-CHARGING,,AUTO-ALIMENTÉ
Trained,,Entrainé
Send an alert message.,,Envoie un message d’alerte.
Your custom rig’s computer gains a bonus firewall module.,,L’ordinateur de votre interface a un module pare-feu bonus.
Ring,,Anneau
SPELL|RANGE,,PORTÉE|DU SORT
Damage dice with 1 become 2,,Les dés de dégâts changent leurs 1 en 2
MANOEUVRE,,MANOEUVRE
Used|Today,,Utilisé|ce jour
Spend 1 resolve and piloting to grant an|additional action to one crew member.,,Dépensez 1 pp et réussissez un test difficile pour|donner une action supp. à un membre d’équipage.
VOW,,VOW
Wis,,Sag
CHASSIS,,CHÂSSIS
Tumble,,Acrobaties
Bonus language,,Langue supplémentaire
Threat range,,Zone de critique
"To craft a weapon, armour or item in one minute|per item level:",,"Bricoler une arme, armure ou objet technologique|en (niveau) min. :"
Theme,,Thème
Head / Hat / Mask,,Tête / Chapeau / Masque
COMBAT STYLE,,STYLE DE COMBAT
"Provided you have at least one resolve point, add a bonus to skills:",,"Tant que vous avez au moins 1 pp, ajoutez aux comps de maîtrise :"
EXPERTISE,,EXPERTISE
Shields,,Boucliers
+4 Strength,,+4 Force
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,"Les dégâts d'attaque sournoise s'appliquent quand la cible est prise en tenaille|ou perd son bonus de DEX à la CA.|Ils ne s'appliquent que jusque 9m lors d'une attaque à distance.|Ils ne sont pas multipliés en cas de coup critique.|Ils ne peuvent pas être non-létaux, sauf en utilisant une arme non létale."
TOTAL FUNDS,,FONDS TOTAUX
15 to 19,,15 a 19
MINDLINK,,LIEN MENTAL
Break Enchantment,,Brise l'enchantement
Sml / Lrg,,Pte / Grd
Trap Sense +6,,Sens des pièges +6
Enemies are frightened and flee your performance,,Les ennemis sont éffrayés et fuient devant votre performance
Add 1d6 to one saving throw,,Ajoute 1d6 à un jet de sauvegarde
Creature type,,Type de créature
"arcane sight, flight, see invisibility or tongues",,"vision magique, vol, détec. invisibilité ou don des langues"
Immune to all diseases,,Immunité à toutes les maladies
Special properties,,Propriétés spéciales
UPGRADE|SLOTS,,EMPLACEMENTS|D'AMÉLIO.
FAKE SHELL,,RÉSEAU MIRAGE
4d8,,4d8
Other ship’s tier,,Échelon autre vaisseau
Concept,,Concepte
MANOEUVRES,,MANŒUVRES
Bonus|Feats,,Bonus|Dons
Cast|Today,,Lancé|Aujourd'hui
Unconcious,,Inconscient
Perception,,Perception
Cheat Death,,Trompe-la-mort
Handle Animal,,Dressage
Class skills,,Compétences de classe
• Entangled,,• Enchevêtré
SIDEREAL INFLUENCE,,INFLUENCE SIDÉRALE
COMBAT FEATS,,TALENTS DE COMBAT
Knowledge (nobility),,Connaissance (noblesse)
"Once a day as a move action, enter a state of total communion|for 1 minute.",,"Une fois par jour en une action simple, entrez en communion|avec votre connexion pour 1 minute."
Paladin Level,,Niveau de Paladin
Improved Two-weapon Fighting,,Science du Combat à deux Armes
ORIGINS,,ORIGINES
Can only be permanently killed by a coup-de-grace or|critical hit with an artefact.,,Peut être définitivement tué seulement par un coup de grâce ou|un coup critique avec un artefact
SPECIALISATION EXPLOIT,,EXPLOIT DE SPÉCIALISATION
CLASS ABILITIES,,COMPETENCES DE CLASSE
LEGENDARY HERO,,HEROS LEGENDAIRE
"Racial,|Feats",,"Racial,|Dons"
Craft (jewelry),,Artisanat (bijoux)
+ 4 to all saving throws|+ 4 to AC,,+ 4 à tous les jets de sauvegarde|+ 4 à la CA
Skill Ranks,,Degré de Maîtrise
2 x Shortsword,,2 x Epee courte
MYTHIC FEATS,,DONS MYTHIQUES
Class|Level,,Classe|Niveau
Strength|Score,,Valeur|de Force
Deafening Critical,,Critique assourdissant
Password,,Mot de passe
Turning distance,,Distance pour virer
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:",,"Les traits sont des aspects de votre histoire qui peuvent ajouter de la profondeur à un personnage.|Demandez au MJ l'autorisation de choisir des traits, et combien.|Une valeur courante est:"
DORJES,,DORJES
ATTRIBUTES,,CARACTERISTIQUES
Nimble,,Agile
Attack,,Attaque
Profession (cook),,Profession (cuisinier)
Power,,Pouvoir
Craft Rod,,Création de sceptres magiques
"You may Distribute Compiled forms of the Standard Version without the Source, provided that you include complete instructions on how to get the Source of the Standard Version. Such instructions must be valid at the time of your distribution. If these instructions, at any time while you are carrying out such distribution, become invalid, you must provide new instructions on demand or cease further distribution. If you provide valid instructions or cease distribution within thirty days after you become aware that the instructions are invalid, then you do not forfeit any of your rights under this license.",,"Vous pouvez distribuer les formes compilées de la version standard sans la source, si vous incluez les instructions complètes sur l'accès à la source de la version standard. Ces instructions doivent être valides au moment de votre distribution. Si ces instructions, à tout moment pendant lequel vous gérez cette distribution, sont invalidées, vous devez fournir de nouvelles instructions valides ou cesser toute distribution. Si vous fournissez des instructions valides ou cessez la distribution dans les trente jours après avoir appris l'invalidation des instructions, vous ne renoncez à aucun de vos droits sous cette licence."
COMMAND DC,,DD DE COMMANDEMENT
IMPLEMENTS,,INSTRUMENTS
WANDS,,BAGUETTES
Fatigued,,Fatigué
Spell|Level,,Niveau|du sort
"Targets may attempt a will save. If they fail by 10, you can|dictate their actions for 1 round; otherwise they are dazed|for 1 round.",,"La cible résiste avec un jet de Volonté. Si elle échoue de 10+,|contrôlez ses actions pour un tour ; sinon elle est hébétée|pour un tour."
Resources,,Ressources
EXPANSION,,COMPARTIMENTS
Social name,,Nom social
Sympathetic,,Sympathique
Danger Sense,,Sens du Danger
"Total ego bonus from item powers, dedicated powers,|special purpose etc.",,"Bonus d'ego total des pouvoirs d'objet,|pouvoirs dédiés, objectifs spéciaux, etc."
Aspect,,Aspect
Is this a favoured class?,,Est-ce une classe de prédilection ?
UPGRADES,,AMÉLIORATIONS
PERFORMANCES,,PERFORMANCES
Base Weapon,,Arme de base
SPELL BOOK,,LIVRE DE SORTS
CHANNEL SKILL,,SORTS DE CONNEXION
HEALING TOUCH,,CONTACT GUÉRISSEUR
BARREL ROLL,,TONNEAU
WIS - 12,,SAG - 12
Area,,Aire
Trap Sense +2,,Sens des pièges +2
WRECKED,,DÉTRUIT
Subject to spell resistance,,Le sujet gagne résistance à la magie
REMOTE HACK,,PIRATAGE À DISTANCE
Slayer|Level,,Niveau|de Tueur
CASH,,ARGENT
http://www.opengamingfoundation.org/ogl.html,,http://www.opengamingfoundation.org/ogl.html
Foes|Today,,Ennemis|Aujourd'hui
Conditional Modifiers,,Modificateurs conditionnels
Base Form,,Forme de Base
Upgraded|Score,,Valeur|Améliorée
SOLAR WEAPON,,ARME SOLAIRE
Spend 1 resolve to fix a system for 1 hour.,,Dépensez 1 pp pour réparer un système pour 1h.
Duration,,Durée
• Deafened,,* Sourd
Light Wounds,,Blessures légères
Perform (oratory),,Représentation (Déclamation)
SCAN,,SCAN
Hero,,Héros
BUILDINGS,,BÂTIMENTS
Ranger|Level,,Niveau|de Rôdeur
AMAZING INITIATIVE,,INCROYABLE INITIATIVE
Effective|Character|Level,,Niveau|Effectif|Personnage
SOCIAL,,SOCIAL
Critical Wounds,,Blessures Critiques
Critical Range,,Zone de critique
45ft,,"13,50 m"
TAUNT,,PROVOCATION
Weapon Mastery,,Maîtrise d'arme
Radius centred|on the Cleric,,Rayon centré sur|le Prêtre
Focus,,Focus
Saves,,Sauvegarde
ROOT ACCESS,,ACCÈS RACINE
BUFFS,,AMÉLIORATIONS
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.",,"Demandez à votre MJ comment créer vos scores de base. Il pourrait vous donner|une liste fixe, faire lancer deux fois, ou utiliser un système d'achat de points."
Temp Speed,,Vitesse temp
POWER STONES,,PIERRES DE POUVOIR
3 targets,,3 cibles
"As a standard action, make one attack. If it hits and does|not kill, the enemy must pass a fortitude save or die.",,"Attaquez pour une action simple. Si cela touche et ne tue|pas, l’adversaire doit réussir un jet de Vigueur ou mourir."
Artificer|Level,,Niveau|d'Artificier
ATTACK BONUS,,BONUS D'ATTAQUE
2 rp,,2 pp
Granted Power,,Pouvoir Accordé
Initiative,,Initiative
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,,Soulignez comment vous souhaitez que le personnage évolue.|Ce plan peut changer après que l'aventure ait commencé.
Rogue|Level,,Roublard|Niveau
Uses|today,,Utilisations|aujourd'hui
2 x,,2 x
EnvoyLevel,,Niveau|d'Émissaire
Swim Speed,,Vitesse de nage
TURN IN PLACE,,TOURNER SUR PLACE
Channel Positive Energy,,Canalisation d'énergie positive
SNAP SHOT,,TIR À LA VOLÉE
AC Bonus,,Bonus à la CA
Racial|bonus,,Bonus|racial
VERSATILE PERFORMANCE,,VERSATILITE ARTISTIQUE
Mass Spell Level,,Niveau de Sorts de Masse
Sending,,Envoi
Class Skills,,Compétences de Classe
2pt,,2pt
"If suspected while in either identity, gain +20 to disguise checks to|appear as your current identity.",,"Si soupçonné dans l'un de vos identités, gagne un bonus de +20 au déguisement|pour paraître tel que votre identité actuelle"
NINJA,,NINJA
Character number,,Numéro du personnage
Deflect Arrows,,Parade de Projectile
MOVE THROUGH THREATENED SQUARE,,SE DEPLACER DANS DES CASES CONTROLEES
HELM PHASE,,PHASE DE MANOEUVRE
Uses Today,,Utilisations aujourd'hui
• Frightened,,* Effrayé
User gains +2 to skills using this spell:,,L’utilisateur a un bonus de +2 aux comps. en rapport :
CREDITS,,CRÉDITS
ARMOUR TRAINING,,ENTRAÎNEMENT AUX ARMURES
Use|today,,Utilisé|aujourd'hui
STARBOARD,,TRIBORD
Computer-aided actions for unattended stations.,,Actions assistées par ordinateur pour les rôles non occupés.
"As a move action, detect evil in one creature or item within 60ft.",,Detecte le mal dans une creature ou un objet dans un rayon de 18 metre. Est compté comme une action de mouvement.
2 tricks,,2 inductions
Comedy,,Comédie
Craft Staff,,Création de bâtons magiques
Used|today,,Utilisé|aujourd'hui
Photon mode,,Mode photon
Dancing,,Dansante
(ROGUE),,(ROUBLARD)
Clothes / Body,,Habits / Corps
Counter-|measures,,Contre-|mesures
d10 / 3d6,,d10 / 3d6
Ability Score|Bonus,,Bonus de|Caractéristique
Ready,,Prêt
"On using Smite Evil to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.",,"En touchant un personnage avec Châtiment du Mal, celui sera affecté par Bannissement.|L'effet de Châtiment du Mal se termine après cette attaque"
STARSHIP,,VAISSEAU
or,,ou
Diamond Soul,,Ame de diamant
PROMOTIONS,,PROMOTIONS
MELEE,,MELEE
CACHE CAPACITOR,,CAPACITÉ DE LA CACHE
"Place of origin, nationality, culture",,"Lieu d'origine, nationalité, culture"
WIZARD,,MAGICIEN
Overcome spell resistance and damage reduction,,Vaincre la résistance à la magie et la réduction des dégâts
Intimidate to give +4 to a another’s check.,,Test d’intimidation donne +4 à un autre.
BASIC FUNCTIONS,,FONCTIONS DE BASE
Black,,Noir
Clips,,Chargeurs
Treasury funds,,Fonds du Trésor
SAVING THROW DC,,DD DE JET DE SAUVEGARDE
+10ft,,+3m
Debts,,Dettes
Armour Check|Penalty,,Pénalité|d'Armure
Graviton|Revelations,,Révélations|Gravitons
Solarian|Level,,Niveau de|Solarien
Spell resistance:,,Résistance à la magie:
Likes,,Aime
Brilliant energy|Defending|Disruption|Flaming|Frost,,Lumière|Gardienne|Destruction|Feu|Froid
Dodge|Modifier,,Modificateur|d'esquive
Power Armour|Hit Points,,Points de Vie|Armure assistée
"One background trait, connected to your character’s origin",,"Un trait d'histoire, lié à l'origine de votre personnage"
POOL SPELL,,SORT DE RÉSERVE
Use in place of Diplomacy to improve the attitude of an animal,,Utiliser à la place de Diplomatie pour améliorer l'attitude d'un animal
Ruler,,Dirigeant
Domain,,Domaine
CREW,,ÉQUIPAGE
(cannot use metamagic),,(ne peut pas utiliser de métamagie)
URBAN DRUID,,DRUIDE CITADIN
Standard,,Standard
Stunned,,Etourdi
Temp AC,,CA temp
PALADIN,,PALADIN
actions,,actions
Str,,For
d6 +,,d6 +
OVERLOAD,,SURCHARGE
1st,,1er
DC 25,,DD 25
DIRGE OF DOOM,,CHANT FUNESTE
TOTAL|BULK,,VOLUME|TOTAL
LEVEL,,NIVEAU
OPERATIVE’S EDGE,,AVANTAGE DE l’AGENT
per level,,par niveau
Skill|Unit,,Mod. de|Comp.
VII,,VII
Monk Level|÷ 4,,Niveau de moine|÷ 4
MYSTIC,,MYSTIQUE
Sarenith,,Sarenith
Gather Information,,Renseignements
PILOT,,PILOTE
COORDINATED ASSAULT,,ASSAUT COORDONNÉ
Mk,,Mk
Monthly expenditure,,Dépenses mensuelles
Burrow Speed,,Creuser
SOLAR MANIFESTATION,,MANIFESTATION SOLAIRE
Acid,,Acide
BONUS FEATS,,DONS SUPPLEMENTAIRES
4ft,,"1,20 m"
A dose of wolfsbane grants another fortitude save.,,Une dose d'herbe à loup donne un autre test de vigueur.
Circle of Death,,Cercle de la mort
UPGRADED POWER CORE,,NOYAU ÉNERGÉTIQUE AMÉLIORÉ
Multiplier,,Multiplicateur
BASE ATTACK & SAVING THROWS,,ATTAQUE DE BASE & JETS DE SAUVEGARDE
Red,,Rouge
Item can talk in languages it knows.,,L'objet peut parler dans les langues qu'il connait.
OPERATIVE EXPLOITS,,EXPLOITS D’AGENT
+6 Strength  +6 Constitution  +3 Will  -2 AC,,+6 Force +6 Constitution +3 Volonté -2 CA
CHARACTER CONCEPT,,CONCEPT DE PERSONNAGE
Height,,Taille
Greater aspect,,Aspect supérieur
SPELLS,,SORTS
Carried by / given to,,Transporté par / donné à
Stamina and fortitude saves,,Endurance et jets de vigueur
Campaign,,Campagne
Power budget,,Unités d’énergie
Touch,,Contact
require,,nécessite
TL bonus,,Bonus IV
Transmutation,,Transmutation
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma",,"Allouez ces scores à vos 6 caractéristiques :|Force, Dextérité, Constitution,|Intelligence, Sagesse et Charisme"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,Une attaque sournoise réussie inflige un effet parmi : | • La cible est endormie pour 1d4 heures| • La cible est paralysée pour 2d6 rounds| • La cible est tuée
11ft,,"3,30 m"
TRAP SENSE,,SENS DES PIEGES
MINITUARISED,,MINIATURISATION
+50% damage,,+50% de dégâts
Temp CMD,,BMO temp
DEBILITATING TRICK,,SÉQUELLE HANDICAPANTE
"When using Spell Combat and casting defensively, you may take|an additional penalty to attack in return for a bonus to casting|Concentration checks.",,"Lorsque vous lancez un sort sur la défensive en combat magique,|vous pouvez prendre une pénalité supplémentaire à l'attaque|pour un bonus au test de Concentration"
Good saves:,,Bonnes sauvegardes:
ARCANE POOL,,RÉSERVE MAGIQUE
Deafened,,Assourdi
Heal,,Premiers soins
DEMAND,,INSTRUCTION
Weapon|Training,,Entraînement|aux armes
Components / Focus,,Composants / Focus
Staggered,,Hébété
Defensive|Casting|Bonus,,Bonus de|lancer de sort|sur la défensive
Region,,Région
Soul Guardian|(immune to fear),,Gardien des âmes|(immunisé contre la peur)
Heart,,Coeur
Notes,,Notes
Point Blank Shot,,Tir à Bout Portant
LIFE SUPPORT,,SYSTEMES DE SURVIE
CONSTITUTION,,CONSTITUTION
Spell Save|DC Bonus,,Bonus au DD du|jet de sauvegarde
Haste,,Hâte
Greater Penetrating Strike,,Attaque puissante supérieure
ENCUMBERED,,ENCOMBRÉ
Soldier|Level,,Niveau|de Soldat
Make & model,,Modèle
Total Weight,,Poids total
Craft (painting),,Artisanat (peinture)
KEEN SENSES,,Sens acérés
TURN UNDEAD,,RENVOI DES MORTS-VIVANTS
MINOR CREW ACTIONS,,ACTIONS D’ÉQUIPAGE RESTREINT
to ignore 10ft of falling damage,,Pour ignorer 3m de dégâts de chute
Greater Vital Strike,,Frappe décisive supérieure
STARTLING APPEARANCE,,APPARENCE SURPRENANTE
Total City|Population,,Population totale|de la ville
"Affects energy weapons, powered weapons and armour.",,"Affecte armes de tir à énergie, alimentées ou amélio. d’armure."
xp,,xp
Resolved,,Résolu
DC reduction,,Réduction de DD
Vigilante name,,Nom de justicier
FRIENDLY,,AMICAL
Temp Damage|Bonus,,Bonus|Temp Dommages
Druid|Level,,Druide|Niveau
ALCHEMY,,ALCHIMIE
Bonus against charm and compulsion effects,,Bonus contre les effets de charme et de compulsion
Gain Evasion and Improved Uncanny Dodge,,Gagne Évasion et Esquive Instinctive
Capacity + 2,,Capacité +2
Improved Vital Strike,,Science de la frappe décisive
"All the members can communicate with each other over|any distance (but not across planes), regardless of language.",,Toutes ces créatures peuvent communiquer peu importe leur|langue et leur distance (sauf entre plans).
ATTACK|BONUS,,BONUS|D'ATTAQUE
Monk|Level,,Moine|Niveau
Good Cleric,,Prêtre du Bien
1pt,,1pt
CAPTAIN,,CAPITAINE
Iron will,,Volonté de fer
AURA OF JUSTICE,,AURA DE JUSTICE
2ft,,"0,60 m"
1 pt per range increment,,1 pt par incr. de portée
GEAR,,ÉQUIPEMENT
"This document may be freely printed, copied, reproduced and distributed.",,"Ce document peut être librement imprimé, copié, reproduit et distribué."
